"spc","condition","dist","bee","dance","run","start","end","frames","return_phase","circuit_dur","wag_phase","ret_phase","circuit"
"Apis cerena","BG",100," -W",1,1,36993,37020,27,84,111,540,1680,2220
"Apis cerena","BG",100," -W",1,2,37104,37132,28,80,108,560,1600,2160
"Apis cerena","BG",100," -W",1,3,37212,37236,24,86,110,480,1720,2200
"Apis cerena","BG",100," -W",1,4,37322,37342,20,80,100,400,1600,2000
"Apis cerena","BG",100," -W",1,5,37422,37449,27,95,122,540,1900,2440
"Apis cerena","BG",100," -W",1,6,37544,37570,26,80,106,520,1600,2120
"Apis cerena","BG",100," -W",1,7,37650,37670,20,NA,NA,400,NA,NA
"Apis cerena","BG",100,"W-",1,1,54307,54322,15,98,113,300,1960,2260
"Apis cerena","BG",100,"W-",1,2,54420,54436,16,117,133,320,2340,2660
"Apis cerena","BG",100,"W-",1,3,54553,54567,14,86,100,280,1720,2000
"Apis cerena","BG",100,"W-",1,4,54653,54672,19,105,124,380,2100,2480
"Apis cerena","BG",100,"W-",1,5,54777,54802,25,88,113,500,1760,2260
"Apis cerena","BG",100,"W-",1,6,54890,54912,22,NA,NA,440,NA,NA
"Apis cerena","BG",100," -W",2,1,61479,61490,11,88,99,220,1760,1980
"Apis cerena","BG",100," -W",2,2,61578,61596,18,82,100,360,1640,2000
"Apis cerena","BG",100," -W",2,3,61678,61704,26,80,106,520,1600,2120
"Apis cerena","BG",100," -W",2,4,61784,61806,22,92,114,440,1840,2280
"Apis cerena","BG",100," -W",2,5,61898,61917,19,79,98,380,1580,1960
"Apis cerena","BG",100," -W",2,6,61996,62015,19,95,114,380,1900,2280
"Apis cerena","BG",100," -W",2,7,62110,62138,28,86,114,560,1720,2280
"Apis cerena","BG",100," -W",2,8,62224,62243,19,85,104,380,1700,2080
"Apis cerena","BG",100," -W",2,9,62328,62336,8,100,108,160,2000,2160
"Apis cerena","BG",100," -W",2,10,62436,62456,20,98,118,400,1960,2360
"Apis cerena","BG",100," -W",2,11,62554,62577,23,83,106,460,1660,2120
"Apis cerena","BG",100," -W",2,12,62660,62681,21,103,124,420,2060,2480
"Apis cerena","BG",100," -W",2,13,62784,62809,25,85,110,500,1700,2200
"Apis cerena","BG",100," -W",2,14,62894,62912,18,NA,NA,360,NA,NA
"Apis cerena","BG",100,"R-",1,1,45968,45984,16,66,82,320,1320,1640
"Apis cerena","BG",100,"R-",1,2,46050,46068,18,71,89,360,1420,1780
"Apis cerena","BG",100,"R-",1,3,46139,46148,9,69,78,180,1380,1560
"Apis cerena","BG",100,"R-",1,4,46217,46232,15,84,99,300,1680,1980
"Apis cerena","BG",100,"R-",1,5,46316,46334,18,101,119,360,2020,2380
"Apis cerena","BG",100,"R-",1,6,46435,46454,19,86,105,380,1720,2100
"Apis cerena","BG",100,"R-",1,7,46540,46562,22,78,100,440,1560,2000
"Apis cerena","BG",100,"R-",1,8,46640,46650,10,74,84,200,1480,1680
"Apis cerena","BG",100,"R-",1,9,46724,46738,14,102,116,280,2040,2320
"Apis cerena","BG",100,"R-",1,10,46840,46866,26,78,104,520,1560,2080
"Apis cerena","BG",100,"R-",1,11,46944,46962,18,70,88,360,1400,1760
"Apis cerena","BG",100,"R-",1,12,47032,47046,14,84,98,280,1680,1960
"Apis cerena","BG",100,"R-",1,13,47130,47150,20,92,112,400,1840,2240
"Apis cerena","BG",100,"R-",1,14,47242,47256,14,96,110,280,1920,2200
"Apis cerena","BG",100,"R-",1,15,47352,47362,10,NA,NA,200,NA,NA
"Apis cerena","BG",100,"W-",2,1,4562,4582,20,77,97,400,1540,1940
"Apis cerena","BG",100,"W-",2,2,4659,4694,35,78,113,700,1560,2260
"Apis cerena","BG",100,"W-",2,3,4772,4805,33,71,104,660,1420,2080
"Apis cerena","BG",100,"W-",2,4,4876,4890,14,102,116,280,2040,2320
"Apis cerena","BG",100,"W-",2,5,4992,5022,30,69,99,600,1380,1980
"Apis cerena","BG",100,"W-",2,6,5091,5118,27,97,124,540,1940,2480
"Apis cerena","BG",100,"W-",2,7,5215,5238,23,97,120,460,1940,2400
"Apis cerena","BG",100,"W-",2,8,5335,5354,19,93,112,380,1860,2240
"Apis cerena","BG",100,"W-",2,9,5447,5462,15,84,99,300,1680,1980
"Apis cerena","BG",100,"W-",2,10,5546,5567,21,NA,NA,420,NA,NA
"Apis cerena","BG",100,"R-",2,1,31412,31428,16,84,100,320,1680,2000
"Apis cerena","BG",100,"R-",2,2,31512,31524,12,89,101,240,1780,2020
"Apis cerena","BG",100,"R-",2,3,31613,31622,9,82,91,180,1640,1820
"Apis cerena","BG",100,"R-",2,4,31704,31718,14,82,96,280,1640,1920
"Apis cerena","BG",100,"R-",2,5,31800,31812,12,82,94,240,1640,1880
"Apis cerena","BG",100,"R-",2,6,31894,31911,17,79,96,340,1580,1920
"Apis cerena","BG",100,"R-",2,7,31990,32010,20,88,108,400,1760,2160
"Apis cerena","BG",100,"R-",2,8,32098,32107,9,85,94,180,1700,1880
"Apis cerena","BG",100,"R-",2,9,32192,32205,13,99,112,260,1980,2240
"Apis cerena","BG",100,"R-",2,10,32304,32322,18,84,102,360,1680,2040
"Apis cerena","BG",100,"R-",2,11,32406,32417,11,71,82,220,1420,1640
"Apis cerena","BG",100,"R-",2,12,32488,32500,12,74,86,240,1480,1720
"Apis cerena","BG",100,"R-",2,13,32574,32592,18,NA,NA,360,NA,NA
"Apis cerena","BG",100," -W",3,1,3619,3631,12,21,33,240,420,660
"Apis cerena","BG",100," -W",3,2,3652,3670,18,170,188,360,3400,3760
"Apis cerena","BG",100," -W",3,3,3840,3852,12,NA,NA,240,NA,NA
"Apis cerena","BG",100,"Y/Y",1,1,51440,51459,19,181,200,380,3620,4000
"Apis cerena","BG",100,"Y/Y",1,2,51640,51650,10,146,156,200,2920,3120
"Apis cerena","BG",100,"Y/Y",1,3,51796,51810,14,76,90,280,1520,1800
"Apis cerena","BG",100,"Y/Y",1,4,51886,51902,16,NA,NA,320,NA,NA
"Apis cerena","BG",100," -B",1,1,20892,20911,19,115,134,380,2300,2680
"Apis cerena","BG",100," -B",1,2,21026,21042,16,158,174,320,3160,3480
"Apis cerena","BG",100," -B",1,3,21200,21228,28,133,161,560,2660,3220
"Apis cerena","BG",100," -B",1,4,21361,21377,16,48,64,320,960,1280
"Apis cerena","BG",100," -B",1,5,21425,21442,17,NA,NA,340,NA,NA
"Apis cerena","BG",100,"Y/Y",2,1,57444,57471,27,93,120,540,1860,2400
"Apis cerena","BG",100,"Y/Y",2,2,57564,57572,8,74,82,160,1480,1640
"Apis cerena","BG",100,"Y/Y",2,3,57646,57670,24,71,95,480,1420,1900
"Apis cerena","BG",100,"Y/Y",2,4,57741,57776,35,88,123,700,1760,2460
"Apis cerena","BG",100,"Y/Y",2,5,57864,57886,22,124,146,440,2480,2920
"Apis cerena","BG",100,"Y/Y",2,6,58010,58027,17,83,100,340,1660,2000
"Apis cerena","BG",100,"Y/Y",2,7,58110,58132,22,86,108,440,1720,2160
"Apis cerena","BG",100,"Y/Y",2,8,58218,58230,12,NA,NA,240,NA,NA
"Apis cerena","BG",200," -G",1,1,42492,42509,17,112,129,340,2240,2580
"Apis cerena","BG",200," -G",1,2,42621,42659,38,100,138,760,2000,2760
"Apis cerena","BG",200," -G",1,3,42759,42785,26,95,121,520,1900,2420
"Apis cerena","BG",200," -G",1,4,42880,42911,31,86,117,620,1720,2340
"Apis cerena","BG",200," -G",1,5,42997,43033,36,121,157,720,2420,3140
"Apis cerena","BG",200," -G",1,6,43154,43183,29,104,133,580,2080,2660
"Apis cerena","BG",200," -G",1,7,43287,43324,37,110,147,740,2200,2940
"Apis cerena","BG",200," -G",1,8,43434,43458,24,NA,NA,480,NA,NA
"Apis cerena","BG",200,"B-",1,1,35276,35289,13,52,65,260,1040,1300
"Apis cerena","BG",200,"B-",1,2,35341,35352,11,170,181,220,3400,3620
"Apis cerena","BG",200,"B-",1,3,35522,35537,15,91,106,300,1820,2120
"Apis cerena","BG",200,"B-",1,4,35628,35637,9,NA,NA,180,NA,NA
"Apis cerena","BG",200,"Y/Y",1,1,6177,6230,53,82,135,1060,1640,2700
"Apis cerena","BG",200,"Y/Y",1,2,6312,6376,64,91,155,1280,1820,3100
"Apis cerena","BG",200,"Y/Y",1,3,6467,6513,46,100,146,920,2000,2920
"Apis cerena","BG",200,"Y/Y",1,4,6613,6671,58,90,148,1160,1800,2960
"Apis cerena","BG",200,"Y/Y",1,5,6761,6816,55,104,159,1100,2080,3180
"Apis cerena","BG",200,"Y/Y",1,6,6920,6977,57,88,145,1140,1760,2900
"Apis cerena","BG",200,"Y/Y",1,7,7065,7112,47,104,151,940,2080,3020
"Apis cerena","BG",200,"Y/Y",1,8,7216,7259,43,NA,NA,860,NA,NA
"Apis cerena","BG",200," -Y",1,1,62344,62358,14,88,102,280,1760,2040
"Apis cerena","BG",200," -Y",1,2,62446,62467,21,160,181,420,3200,3620
"Apis cerena","BG",200," -Y",1,3,62627,62639,12,NA,NA,240,NA,NA
"Apis cerena","BG",200," -B",1,1,49084,49104,20,66,86,400,1320,1720
"Apis cerena","BG",200," -B",1,2,49170,49195,25,77,102,500,1540,2040
"Apis cerena","BG",200," -B",1,3,49272,49282,10,93,103,200,1860,2060
"Apis cerena","BG",200," -B",1,4,49375,49417,42,76,118,840,1520,2360
"Apis cerena","BG",200," -B",1,5,49493,49516,23,93,116,460,1860,2320
"Apis cerena","BG",200," -B",1,6,49609,49667,58,60,118,1160,1200,2360
"Apis cerena","BG",200," -B",1,7,49727,49748,21,76,97,420,1520,1940
"Apis cerena","BG",200," -B",1,8,49824,49851,27,83,110,540,1660,2200
"Apis cerena","BG",200," -B",1,9,49934,49965,31,83,114,620,1660,2280
"Apis cerena","BG",200," -B",1,10,50048,50084,36,75,111,720,1500,2220
"Apis cerena","BG",200," -B",1,11,50159,50186,27,97,124,540,1940,2480
"Apis cerena","BG",200," -B",1,12,50283,50323,40,NA,NA,800,NA,NA
"Apis cerena","BG",200," -B",2,1,68250,68267,17,81,98,340,1620,1960
"Apis cerena","BG",200," -B",2,2,68348,68365,17,48,65,340,960,1300
"Apis cerena","BG",200," -B",2,3,68413,68446,33,109,142,660,2180,2840
"Apis cerena","BG",200," -B",2,4,68555,68599,44,102,146,880,2040,2920
"Apis cerena","BG",200," -B",2,5,68701,68725,24,103,127,480,2060,2540
"Apis cerena","BG",200," -B",2,6,68828,68843,15,87,102,300,1740,2040
"Apis cerena","BG",200," -B",2,7,68930,68963,33,84,117,660,1680,2340
"Apis cerena","BG",200," -B",2,8,69047,69080,33,94,127,660,1880,2540
"Apis cerena","BG",200," -B",2,9,69174,69203,29,84,113,580,1680,2260
"Apis cerena","BG",200," -B",2,10,69287,69308,21,106,127,420,2120,2540
"Apis cerena","BG",200," -B",2,11,69414,69443,29,95,124,580,1900,2480
"Apis cerena","BG",200," -B",2,12,69538,69572,34,NA,NA,680,NA,NA
"Apis cerena","BG",200," -B",3,1,15240,15251,11,81,92,220,1620,1840
"Apis cerena","BG",200," -B",3,2,15332,15378,46,131,177,920,2620,3540
"Apis cerena","BG",200," -B",3,3,15509,15554,45,108,153,900,2160,3060
"Apis cerena","BG",200," -B",3,4,15662,15700,38,103,141,760,2060,2820
"Apis cerena","BG",200," -B",3,5,15803,15822,19,92,111,380,1840,2220
"Apis cerena","BG",200," -B",3,6,15914,15954,40,104,144,800,2080,2880
"Apis cerena","BG",200," -B",3,7,16058,16078,20,107,127,400,2140,2540
"Apis cerena","BG",200," -B",3,8,16185,16209,24,94,118,480,1880,2360
"Apis cerena","BG",200," -B",3,9,16303,16334,31,90,121,620,1800,2420
"Apis cerena","BG",200," -B",3,10,16424,16454,30,105,135,600,2100,2700
"Apis cerena","BG",200," -B",3,11,16559,16572,13,NA,NA,260,NA,NA
"Apis cerena","BG",200," -B",4,1,23771,23803,32,101,133,640,2020,2660
"Apis cerena","BG",200," -B",4,2,23904,23926,22,80,102,440,1600,2040
"Apis cerena","BG",200," -B",4,3,24006,24044,38,89,127,760,1780,2540
"Apis cerena","BG",200," -B",4,4,24133,24162,29,94,123,580,1880,2460
"Apis cerena","BG",200," -B",4,5,24256,24299,43,93,136,860,1860,2720
"Apis cerena","BG",200," -B",4,6,24392,24431,39,89,128,780,1780,2560
"Apis cerena","BG",200," -B",4,7,24520,24559,39,103,142,780,2060,2840
"Apis cerena","BG",200," -B",4,8,24662,24684,22,97,119,440,1940,2380
"Apis cerena","BG",200," -B",4,9,24781,24814,33,103,136,660,2060,2720
"Apis cerena","BG",200," -B",4,10,24917,24941,24,80,104,480,1600,2080
"Apis cerena","BG",200," -B",4,11,25021,25060,39,89,128,780,1780,2560
"Apis cerena","BG",200," -B",4,12,25149,25179,30,95,125,600,1900,2500
"Apis cerena","BG",200," -B",4,13,25274,25311,37,NA,NA,740,NA,NA
"Apis cerena","BG",200,"Y/Y",2,1,33220,33257,37,79,116,740,1580,2320
"Apis cerena","BG",200,"Y/Y",2,2,33336,33374,38,92,130,760,1840,2600
"Apis cerena","BG",200,"Y/Y",2,3,33466,33511,45,96,141,900,1920,2820
"Apis cerena","BG",200,"Y/Y",2,4,33607,33651,44,113,157,880,2260,3140
"Apis cerena","BG",200,"Y/Y",2,5,33764,33801,37,124,161,740,2480,3220
"Apis cerena","BG",200,"Y/Y",2,6,33925,33968,43,117,160,860,2340,3200
"Apis cerena","BG",200,"Y/Y",2,7,34085,34117,32,96,128,640,1920,2560
"Apis cerena","BG",200,"Y/Y",2,8,34213,34241,28,100,128,560,2000,2560
"Apis cerena","BG",200,"Y/Y",2,9,34341,34393,52,89,141,1040,1780,2820
"Apis cerena","BG",200,"Y/Y",2,10,34482,34524,42,NA,NA,840,NA,NA
"Apis cerena","BG",200,"B-",2,1,3474,3485,11,149,160,220,2980,3200
"Apis cerena","BG",200,"B-",2,2,3634,3661,27,68,95,540,1360,1900
"Apis cerena","BG",200,"B-",2,3,3729,3736,7,85,92,140,1700,1840
"Apis cerena","BG",200,"B-",2,4,3821,3851,30,90,120,600,1800,2400
"Apis cerena","BG",200,"B-",2,5,3941,3949,8,94,102,160,1880,2040
"Apis cerena","BG",200,"B-",2,6,4043,4069,26,91,117,520,1820,2340
"Apis cerena","BG",200,"B-",2,7,4160,4173,13,84,97,260,1680,1940
"Apis cerena","BG",200,"B-",2,8,4257,4280,23,96,119,460,1920,2380
"Apis cerena","BG",200,"B-",2,9,4376,4403,27,NA,NA,540,NA,NA
"Apis cerena","BG",300," -G",1,1,50870,50910,40,90,130,800,1800,2600
"Apis cerena","BG",300," -G",1,2,51000,51050,50,72,122,1000,1440,2440
"Apis cerena","BG",300," -G",1,3,51122,51174,52,91,143,1040,1820,2860
"Apis cerena","BG",300," -G",1,4,51265,51329,64,NA,NA,1280,NA,NA
"Apis cerena","BG",300," -G",2,1,34028,34060,32,101,133,640,2020,2660
"Apis cerena","BG",300," -G",2,2,34161,34215,54,104,158,1080,2080,3160
"Apis cerena","BG",300," -G",2,3,34319,34377,58,94,152,1160,1880,3040
"Apis cerena","BG",300," -G",2,4,34471,34523,52,89,141,1040,1780,2820
"Apis cerena","BG",300," -G",2,5,34612,34672,60,103,163,1200,2060,3260
"Apis cerena","BG",300," -G",2,6,34775,34822,47,99,146,940,1980,2920
"Apis cerena","BG",300," -G",2,7,34921,34986,65,120,185,1300,2400,3700
"Apis cerena","BG",300," -G",2,8,35106,35142,36,90,126,720,1800,2520
"Apis cerena","BG",300," -G",2,9,35232,35290,58,141,199,1160,2820,3980
"Apis cerena","BG",300," -G",2,10,35431,35456,25,78,103,500,1560,2060
"Apis cerena","BG",300," -G",2,11,35534,35594,60,115,175,1200,2300,3500
"Apis cerena","BG",300," -G",2,12,35709,35764,55,90,145,1100,1800,2900
"Apis cerena","BG",300," -G",2,13,35854,35927,73,127,200,1460,2540,4000
"Apis cerena","BG",300," -G",2,14,36054,36092,38,126,164,760,2520,3280
"Apis cerena","BG",300," -G",2,15,36218,36282,64,NA,NA,1280,NA,NA
"Apis cerena","BG",300,"Y-",1,1,2232,2247,15,90,105,300,1800,2100
"Apis cerena","BG",300,"Y-",1,2,2337,2385,48,87,135,960,1740,2700
"Apis cerena","BG",300,"Y-",1,3,2472,2536,64,84,148,1280,1680,2960
"Apis cerena","BG",300,"Y-",1,4,2620,2692,72,122,194,1440,2440,3880
"Apis cerena","BG",300,"Y-",1,5,2814,2868,54,100,154,1080,2000,3080
"Apis cerena","BG",300,"Y-",1,6,2968,3035,67,95,162,1340,1900,3240
"Apis cerena","BG",300,"Y-",1,7,3130,3213,83,123,206,1660,2460,4120
"Apis cerena","BG",300,"Y-",1,8,3336,3421,85,111,196,1700,2220,3920
"Apis cerena","BG",300,"Y-",1,9,3532,3578,46,96,142,920,1920,2840
"Apis cerena","BG",300,"Y-",1,10,3674,3763,89,108,197,1780,2160,3940
"Apis cerena","BG",300,"Y-",1,11,3871,3939,68,104,172,1360,2080,3440
"Apis cerena","BG",300,"Y-",1,12,4043,4110,67,140,207,1340,2800,4140
"Apis cerena","BG",300,"Y-",1,13,4250,4315,65,NA,NA,1300,NA,NA
"Apis cerena","BG",300," -G",3,1,11410,11437,27,123,150,540,2460,3000
"Apis cerena","BG",300," -G",3,2,11560,11591,31,117,148,620,2340,2960
"Apis cerena","BG",300," -G",3,3,11708,11771,63,87,150,1260,1740,3000
"Apis cerena","BG",300," -G",3,4,11858,11922,64,102,166,1280,2040,3320
"Apis cerena","BG",300," -G",3,5,12024,12090,66,94,160,1320,1880,3200
"Apis cerena","BG",300," -G",3,6,12184,12239,55,107,162,1100,2140,3240
"Apis cerena","BG",300," -G",3,7,12346,12404,58,104,162,1160,2080,3240
"Apis cerena","BG",300," -G",3,8,12508,12560,52,108,160,1040,2160,3200
"Apis cerena","BG",300," -G",3,9,12668,12723,55,85,140,1100,1700,2800
"Apis cerena","BG",300," -G",3,10,12808,12860,52,115,167,1040,2300,3340
"Apis cerena","BG",300," -G",3,11,12975,13025,50,NA,NA,1000,NA,NA
"Apis cerena","BG",300,"R-",1,1,23873,23894,21,236,257,420,4720,5140
"Apis cerena","BG",300,"R-",1,2,24130,24160,30,142,172,600,2840,3440
"Apis cerena","BG",300,"R-",1,3,24302,24324,22,NA,NA,440,NA,NA
"Apis cerena","BG",300,"P/P",1,1,62840,62883,43,92,135,860,1840,2700
"Apis cerena","BG",300,"P/P",1,2,62975,63021,46,121,167,920,2420,3340
"Apis cerena","BG",300,"P/P",1,3,63142,63207,65,93,158,1300,1860,3160
"Apis cerena","BG",300,"P/P",1,4,63300,63373,73,NA,NA,1460,NA,NA
"Apis cerena","BG",300,"P/P",2,1,18444,18479,35,86,121,700,1720,2420
"Apis cerena","BG",300,"P/P",2,2,18565,18621,56,112,168,1120,2240,3360
"Apis cerena","BG",300,"P/P",2,3,18733,18803,70,106,176,1400,2120,3520
"Apis cerena","BG",300,"P/P",2,4,18909,18957,48,97,145,960,1940,2900
"Apis cerena","BG",300,"P/P",2,5,19054,19134,80,93,173,1600,1860,3460
"Apis cerena","BG",300,"P/P",2,6,19227,19291,64,97,161,1280,1940,3220
"Apis cerena","BG",300,"P/P",2,7,19388,19460,72,85,157,1440,1700,3140
"Apis cerena","BG",300,"P/P",2,8,19545,19617,72,112,184,1440,2240,3680
"Apis cerena","BG",300,"P/P",2,9,19729,19795,66,NA,NA,1320,NA,NA
"Apis cerena","BG",300," -G",4,1,31351,31401,50,105,155,1000,2100,3100
"Apis cerena","BG",300," -G",4,2,31506,31573,67,120,187,1340,2400,3740
"Apis cerena","BG",300," -G",4,3,31693,31739,46,122,168,920,2440,3360
"Apis cerena","BG",300," -G",4,4,31861,31912,51,117,168,1020,2340,3360
"Apis cerena","BG",300," -G",4,5,32029,32091,62,124,186,1240,2480,3720
"Apis cerena","BG",300," -G",4,6,32215,32260,45,NA,NA,900,NA,NA
"Apis cerena","BG",300,"G-",1,1,31800,31831,31,273,304,620,5460,6080
"Apis cerena","BG",300,"G-",1,2,32104,32164,60,224,284,1200,4480,5680
"Apis cerena","BG",300,"G-",1,3,32388,32457,69,150,219,1380,3000,4380
"Apis cerena","BG",300,"G-",1,4,32607,32675,68,99,167,1360,1980,3340
"Apis cerena","BG",300,"G-",1,5,32774,32858,84,136,220,1680,2720,4400
